Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	8527	1135	75610	0.11747050300144897	133	27.850960084302205	6.400415993276274
red	2	12087	1694	80515	0.12292286481387417	159	32.94242961950876	7.041615822337887
red	3	7708	938	40230	0.10848947490168864	131	27.996461434200672	6.298484354279198
red	4	5885	659	23654	0.10070293398533008	69	13.841499016925008	6.726852467231818
red	5	20173	2488	53841	0.10979215392083315	161	33.52688347333922	6.654566613934387
red	6	12309	1449	57384	0.10532054077627562	174	35.02823372818776	7.936212620917541
red	7	6699	708	44136	0.0955852571891454	132	28.143519270323203	6.26973943152067
red	8	5250	588	65477	0.10071942446043165	201	42.85378167225576	7.167869363659407
red	9	4660	483	53412	0.09391405794283492	165	35.603871475558506	6.779158484852462
red	10	4513	535	29830	0.10598256735340729	83	25.007425937540994	5.444833533840756
red	11	4277	485	43559	0.10184796304073919	128	27.633160426181867	6.089040450752187
red	12	4096	420	39498	0.09300265721877768	131	35.526516984976574	10.84244822222228
red	13	6550	806	38766	0.10957041870581838	95	29.317158632852593	6.079022487645367
red	14	5398	620	51190	0.10302426055167829	148	31.26350725872437	7.195992153475297
red	15	2164	252	23033	0.10430463576158941	75	23.763217625212334	4.486342148630172
red	16	1003	83	14099	0.07642725598526703	47	14.289671750864201	4.63057459116194
red	17	5512	608	48338	0.09934640522875816	137	28.108845348559026	6.4481861322145235
red	18	13624	1608	109165	0.1055672268907563	311	65.05050216941198	12.28906418554426
red	19	3997	442	50079	0.09957197567019599	145	31.546972909751798	6.404272568210869
red	20	5822	633	41591	0.09806351665375677	116	24.119460521679088	6.236768720404861
red	21	2753	294	47080	0.09648834919593043	139	29.426728980042473	6.478753863725532
red	22	10922	1230	82926	0.1012179065174457	243	50.88835019331878	6.310607309108417
red	23	10100	1125	85799	0.10022271714922049	249	49.916757501242145	9.534781219577752
red	24	3699	398	41708	0.09714425189162802	112	23.48052238123764	6.765704884322788
red	25	6454	710	49124	0.09910664433277498	115	24.841811097144806	6.264289363107136
red	26	1072	107	16049	0.090754877014419	43	13.669463656385044	4.095831253243124
red	27	4447	473	34321	0.09613821138211383	87	17.51171652673841	7.457997303377219
