Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	20963	1814	95802	0.07964174386442464	139	28.18820889422496	6.455984167333289
red	2	24510	1915	135162	0.07246925260170294	207	41.92419569865306	7.07101403371668
red	3	31278	2635	126045	0.07769881756258662	165	34.95555713767609	6.538183983675867
red	4	25929	2316	122437	0.08199681359532661	161	33.637549024788	6.363453243732508
red	5	24542	2178	116502	0.0815119760479042	156	32.656680350443956	6.2606232416486725
red	6	20510	1611	135223	0.07282672573572624	199	40.629992115057384	8.802048459649724
red	7	27552	2451	173313	0.0816918308169183	257	50.914742575938305	9.61106979829954
red	8	30971	2155	146661	0.06505463985992875	197	39.35972601246964	9.726621734556815
red	9	135040	8121	499101	0.05672634306829374	604	128.30296626950508	8.482859624471088
red	10	22154	1016	100907	0.04384980578334053	135	30.471591683452747	6.0862807676636
red	11	32624	2072	129505	0.05971869956190915	163	34.19145270345804	6.735844494763893
red	12	55870	3921	163250	0.06557843153651888	226	46.367102242862316	6.542059398005241
red	13	36427	2074	139179	0.05386873068231994	227	46.74519745419709	6.599570674669712
red	14	47749	3537	223106	0.06896618960340054	294	60.187959816864854	6.730630726631411
red	15	51539	3933	204145	0.07090063455436978	284	59.32329663406422	7.548165616862118
red	16	47978	2773	165267	0.05463931745187287	217	45.55241144834729	8.444287909026574
red	17	75763	4266	324210	0.05330567669219908	445	46.70482515874875	20.920267564867522
red	18	66570	3483	184475	0.04971949809430003	263	43.754257624315876	8.091363136104091
red	19	85170	6569	227568	0.07160531507864704	316	52.73093551983754	8.412987238814058
green	1	42264	3857	196326	0.08362784848550552	304	48.06110622587553	17.676015658624696
green	2	21775	1842	100317	0.07799466486005843	156	31.905156133091786	6.443238199882026
green	3	43729	4215	219589	0.08791506757884199	328	48.52833208473355	24.85749576530677
green	4	18967	1702	98108	0.08234554163239634	138	29.0341134762813	6.551452960210976
green	5	37200	3170	232835	0.07852365618033193	337	46.70126116689478	13.892648322320671
green	6	64843	5517	341546	0.07841102899374644	536	67.25584585638151	48.062512035327394
green	7	18580	1478	97502	0.0736863097018646	159	33.19957907366	7.495169777632563
green	8	13967	1237	68697	0.08136016837674297	100	21.04851538707659	6.203224967708329
green	9	55324	5161	262978	0.08532694056377614	358	76.10392040260149	10.418575791936725
green	10	13758	1144	75477	0.07676821903100255	121	26.054307490733457	6.760223426132789
green	11	12676	1105	72070	0.0801828604600537	98	21.170847867440195	6.0839701225504825
green	12	21921	1884	116441	0.07914303717706364	177	37.767876504517986	7.11176001875639
green	13	28683	2700	170221	0.08603383997705764	242	50.42928866646199	7.531425824808742
green	14	14542	1264	79155	0.07996963178539795	112	24.508512225420123	6.125383946858544
green	15	10839	1017	68888	0.08577935222672065	110	25.026192874169208	5.805760958524468
green	16	74912	6718	387764	0.08229817469067745	605	63.28828857296512	41.065061404018905
green	17	42845	4145	257546	0.08821025750159608	242	45.29111935504702	9.755711271709712
green	18	89561	7627	396634	0.07847676667901388	568	58.7293361384835	20.167134678207745
green	19	192446	17173	1013135	0.0819248255167709	1544	160.94031710933658	48.27823145815817
green	20	10278	1001	66158	0.08874900257114993	90	18.546094435683194	6.294258480924986
green	21	10452	957	56245	0.08388114646331843	77	17.098119039917137	5.862460434715315
green	22	49819	5110	338624	0.0930291831273098	264	31.701347244925035	21.279126222483967
green	23	16593	1515	80890	0.08366467859509609	116	24.626956926774668	6.3837288253689
green	24	10295	917	55846	0.08178737067427756	84	18.72746243098742	5.843272105634812
green	25	8509	794	46199	0.08534881221111469	76	15.561586385563167	6.458297402716937
green	26	13401	1234	70313	0.08431841475913905	99	21.225442237731198	6.532561331663614
green	27	110058	10743	667750	0.0889313830183525	648	67.06819522305818	42.93199717830592
green	28	49287	4496	256777	0.08359518807057992	380	52.06544204353168	29.829677997088435
green	29	22503	2148	93262	0.08713642448582208	137	25.852738450616645	7.772631023054263
green	30	41673	3358	203259	0.07457085119140149	303	47.39954027323995	20.119031785406705
green	31	75726	6585	360038	0.08000145788533732	506	70.72786419466296	25.6818882501929
green	32	23291	1924	103463	0.07630378742811818	171	27.923220541795086	13.5152887720102
green	33	43682	3781	244285	0.07966205254619388	359	37.205699905413454	23.963266488659126
green	34	12076	850	50160	0.06575893547887977	81	17.680293180477943	6.082986235801698
green	35	49370	4133	189156	0.07724800478477842	285	62.33481072876698	8.570847999381147
green	36	105820	7811	478642	0.06874004453010182	626	82.53534526854646	32.57203448958811
green	37	39266	2608	156515	0.062282084348282946	236	34.51840140003976	19.45259751196243
green	38	18521	1511	90572	0.07542931309904154	129	26.99994405410986	6.435253814702105
green	39	14893	1201	82246	0.07462408350938238	115	23.598170294454796	6.350387181506776
green	40	14979	1318	66300	0.08087378045038965	94	19.601759086454567	6.6102184687154475
green	41	10748	877	50672	0.07544086021505376	77	15.971787027689968	6.789563582217214
green	42	24422	1649	102578	0.06325035480035288	147	31.68846139579303	6.105862351008108
green	43	29028	1344	116134	0.044251284077439744	160	28.756241654797705	11.449336919266443
green	44	25529	1687	121348	0.06198559670781893	151	30.889639770965363	6.604071532182917
green	45	38984	1406	135720	0.034810596682347116	190	37.248620044152034	9.276092947694242
green	46	30622	1961	139408	0.060184758923364945	157	33.26632631471353	6.43910281837605
green	47	21221	1282	88579	0.05697018175354397	135	27.102693522872066	8.089746831963817
